                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.30605,                0.36999,                 1.6483,                 0.8045,                    0.9,                0.80096,                 0.7671,                0.35122,                0.41483,                  1.506,             0.00044576,             0.00044576,             0.00044576
                    150,                0.33319,                0.44203,                 1.6016,                0.81131,                    0.9,                0.83346,                0.79191,                0.35391,                0.41165,                 1.5048,              0.0004375,              0.0004375,              0.0004375
                    151,                0.30314,                0.36338,                 1.5192,                0.81285,                    0.9,                   0.87,                0.82756,                0.35423,                0.39471,                 1.4998,             0.00042925,             0.00042925,             0.00042925
                    152,                0.31097,                0.36895,                 1.4961,                0.81492,                    0.9,                0.89667,                0.85985,                0.35861,                0.38793,                 1.4881,               0.000421,               0.000421,               0.000421
                    153,                0.27857,                0.35425,                  1.423,                0.81011,                    0.9,                0.87833,                0.84178,                0.35671,                0.39107,                 1.4739,             0.00041275,             0.00041275,             0.00041275
                    154,                0.32453,                0.41824,                 1.6097,                0.81141,                0.89602,                0.85007,                0.82599,                 0.3538,                0.40662,                 1.4651,              0.0004045,              0.0004045,              0.0004045
                    155,                0.31814,                0.35672,                 1.5928,                0.76065,                0.89562,                0.75069,                0.72847,                0.36268,                0.43882,                 1.4586,             0.00039625,             0.00039625,             0.00039625
                    156,                0.34494,                0.44009,                 1.7799,                0.76146,                0.89724,                0.73164,                0.70329,                0.36515,                0.46635,                 1.4703,             0.00038799,             0.00038799,             0.00038799
                    157,                0.28845,                0.38831,                 1.6137,                0.76334,                    0.9,                0.74038,                0.71018,                0.36899,                0.47078,                 1.4779,             0.00037974,             0.00037974,             0.00037974
                    158,                 0.3096,                 0.3749,                 1.5828,                0.76756,                    0.9,                0.75314,                0.70212,                0.37358,                0.46985,                 1.4821,             0.00037149,             0.00037149,             0.00037149
                    159,                0.29749,                0.34816,                 1.5188,                0.81379,                    0.9,                0.78173,                0.72838,                0.38185,                0.46968,                 1.4934,             0.00036324,             0.00036324,             0.00036324
                    160,                0.31567,                0.39874,                 1.6512,                0.81293,                    0.9,                0.80453,                0.74815,                0.38127,                0.47324,                 1.4941,             0.00035499,             0.00035499,             0.00035499
                    161,                0.31991,                0.38806,                 1.6395,                0.81133,                    0.9,                0.79479,                0.74558,                0.37429,                 0.4725,                 1.4893,             0.00034674,             0.00034674,             0.00034674
                    162,                0.32208,                0.43057,                 1.5636,                0.77304,                    0.9,                0.79479,                0.74561,                0.36667,                  0.485,                  1.484,             0.00033848,             0.00033848,             0.00033848
                    163,                0.29098,                0.34157,                 1.5687,                0.76366,                    0.9,                0.83414,                0.78557,                0.36197,                0.48781,                 1.4797,             0.00033023,             0.00033023,             0.00033023
                    164,                0.33608,                0.38164,                 1.6822,                 0.7623,                    0.9,                0.81767,                0.77511,                0.36043,                0.50917,                 1.4768,             0.00032198,             0.00032198,             0.00032198
                    165,                0.31308,                0.38764,                 1.5532,                0.76037,                0.89796,                0.81429,                0.77467,                0.35827,                0.51315,                 1.4767,             0.00031373,             0.00031373,             0.00031373
                    166,                 0.2952,                0.34774,                   1.53,                 0.7551,                0.88942,                0.81406,                0.77197,                0.35855,                0.53202,                 1.4759,             0.00030548,             0.00030548,             0.00030548
                    167,                 0.3496,                0.40613,                 1.6525,                0.69074,                    0.9,                0.76623,                 0.7289,                0.35946,                0.53521,                 1.4661,             0.00029723,             0.00029723,             0.00029723
                    168,                0.26792,                  0.355,                 1.4579,                0.78395,                    0.8,                0.77604,                0.73805,                0.35749,                 0.5353,                 1.4728,             0.00028897,             0.00028897,             0.00028897
                    169,                0.29566,                0.36949,                 1.6313,                0.78126,                    0.8,                0.77623,                0.73824,                0.35831,                0.52476,                 1.4732,             0.00028072,             0.00028072,             0.00028072
                    170,                0.30012,                0.33943,                 1.6002,                0.80911,                0.89012,                    0.8,                0.75967,                0.35376,                0.49376,                 1.4597,             0.00027247,             0.00027247,             0.00027247
                    171,                0.31148,                0.35958,                 1.6175,                0.81224,                0.89107,                0.79988,                0.76239,                0.35213,                0.46844,                 1.4565,             0.00026422,             0.00026422,             0.00026422
                    172,                0.30154,                0.41032,                 1.5283,                0.81184,                0.89043,                0.83311,                0.78976,                0.35669,                0.45201,                 1.4488,             0.00025597,             0.00025597,             0.00025597
                    173,                0.30878,                0.35592,                 1.6467,                0.81205,                0.89282,                0.83311,                0.78976,                0.35705,                 0.4364,                 1.4453,             0.00024772,             0.00024772,             0.00024772
                    174,                0.28258,                0.35069,                    1.6,                 0.8096,                    0.9,                0.84917,                 0.8042,                0.35926,                0.41315,                 1.4423,             0.00023946,             0.00023946,             0.00023946
                    175,                0.30079,                0.37806,                 1.5969,                0.80501,                    0.9,                0.85095,                0.80343,                 0.3613,                0.40466,                 1.4449,             0.00023121,             0.00023121,             0.00023121
                    176,                0.31332,                 0.4082,                 1.6109,                0.80634,                    0.9,                0.85229,                0.80463,                0.36401,                0.40503,                 1.4482,             0.00022296,             0.00022296,             0.00022296
                    177,                0.27375,                0.36531,                 1.5408,                0.80813,                    0.9,                0.85333,                 0.8085,                0.36411,                0.40465,                 1.4531,             0.00021471,             0.00021471,             0.00021471
                    178,                0.27811,                0.33224,                 1.5592,                0.88459,                 0.8955,                0.89062,                0.83734,                0.36242,                0.40273,                 1.4594,             0.00020646,             0.00020646,             0.00020646
                    179,                0.30386,                0.36332,                 1.5963,                0.88301,                    0.9,                0.88929,                0.83645,                0.35922,                0.40019,                 1.4627,             0.00019821,             0.00019821,             0.00019821
                    180,                0.31113,                0.39748,                 1.5774,                0.88669,                 0.8945,                0.86816,                0.81996,                0.35748,                0.39982,                 1.4624,             0.00018995,             0.00018995,             0.00018995
                    181,                0.26358,                 0.3657,                  1.488,                0.88479,                    0.9,                0.84782,                 0.8007,                0.35648,                0.39345,                  1.463,              0.0001817,              0.0001817,              0.0001817
                    182,                0.31839,                 0.3518,                 1.5964,                0.86571,                    0.9,                 0.8672,                 0.8184,                 0.3586,                0.39605,                  1.465,             0.00017345,             0.00017345,             0.00017345
                    183,                0.27853,                0.33326,                 1.5459,                0.88205,                0.87965,                0.84816,                0.80175,                0.35435,                0.38776,                 1.4639,              0.0001652,              0.0001652,              0.0001652
                    184,                0.28955,                0.38018,                 1.5612,                0.81208,                    0.9,                0.82449,                0.77911,                0.35481,                0.38723,                 1.4618,             0.00015695,             0.00015695,             0.00015695
                    185,                0.27428,                 0.3307,                 1.5466,                0.81188,                    0.9,                0.82482,                0.77944,                0.35431,                0.38487,                 1.4605,              0.0001487,              0.0001487,              0.0001487
                    186,                0.31583,                 0.3682,                 1.6094,                0.87069,                    0.9,                 0.8469,                0.79987,                  0.354,                0.37297,                 1.4592,             0.00014044,             0.00014044,             0.00014044
                    187,                0.26574,                 0.3598,                 1.5426,                0.87468,                    0.9,                0.84663,                0.79962,                0.35035,                0.37215,                  1.462,             0.00013219,             0.00013219,             0.00013219
                    188,                0.26916,                0.34713,                 1.5627,                0.88334,                    0.9,                0.84636,                0.79941,                0.34733,                0.37061,                 1.4676,             0.00012394,             0.00012394,             0.00012394
                    189,                0.27844,                0.35511,                 1.5243,                0.88403,                    0.9,                0.83977,                0.79349,                0.34539,                0.36818,                 1.4707,             0.00011569,             0.00011569,             0.00011569
                    190,                0.31622,                0.37082,                 1.6731,                0.88543,                    0.9,                0.85988,                0.81259,                0.34412,                0.36215,                 1.4739,             0.00010744,             0.00010744,             0.00010744
                    191,                0.22369,                0.31748,                 1.2693,                0.88413,                    0.9,                0.86012,                0.81252,                 0.3438,                0.36638,                 1.4722,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                 0.2098,                0.29097,                 1.3568,                0.88345,                    0.9,                0.85967,                0.82103,                0.34468,                0.36748,                 1.4648,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.20616,                0.26378,                 1.2281,                0.88244,                    0.9,                0.83937,                0.80273,                0.34701,                0.37748,                 1.4598,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.22251,                0.25681,                 1.2891,                0.80039,                    0.9,                0.79133,                0.75619,                 0.3524,                0.39041,                 1.4401,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.23406,                 0.2732,                 1.3507,                0.80716,                0.89798,                0.81556,                 0.7828,                0.35509,                0.39697,                 1.4273,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.21647,                  0.277,                  1.265,                0.80261,                0.88841,                0.81529,                0.78224,                0.36006,                0.40069,                 1.4226,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.20124,                0.25297,                 1.2743,                0.80204,                0.88782,                0.84023,                0.80468,                0.35897,                0.39833,                 1.4242,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.20728,                0.22755,                 1.2174,                0.80435,                0.89565,                   0.84,                0.80444,                0.35781,                0.39297,                 1.4293,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                 0.2033,                0.28388,                 1.2037,                0.80137,                    0.9,                 0.8398,                0.80424,                0.35803,                 0.3918,                 1.4345,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.23769,                0.24255,                 1.3049,                0.80517,                0.89797,                0.83958,                0.80433,                0.35985,                0.39606,                 1.4384,             2.4922e-05,             2.4922e-05,             2.4922e-05
