                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.45368,                0.68522,                 0.9344,                0.85322,                0.83799,                0.94408,                0.81479,                0.58578,                 0.6685,                0.88989,              0.0015581,              0.0015581,              0.0015581
                     35,                0.44484,                0.68518,                0.94381,                0.79549,                0.97068,                0.93404,                0.78989,                0.67734,                0.58727,                 0.9195,              0.0015548,              0.0015548,              0.0015548
                     36,                0.40974,                0.64679,                0.93297,                0.86379,                0.82066,                 0.9192,                0.80702,                0.58742,                0.76509,                0.87728,              0.0015515,              0.0015515,              0.0015515
                     37,                0.41896,                0.64018,                0.93487,                0.76037,                0.97126,                0.94309,                0.80368,                0.60606,                0.74798,                0.87692,              0.0015482,              0.0015482,              0.0015482
                     38,                0.41805,                0.66173,                0.93018,                0.93941,                0.81364,                0.92744,                0.81111,                0.56715,                0.64738,                0.84421,              0.0015449,              0.0015449,              0.0015449
                     39,                0.43044,                0.66221,                0.93004,                0.79639,                0.79861,                0.86387,                0.73672,                0.68604,                  0.757,                0.89298,              0.0015416,              0.0015416,              0.0015416
                     40,                0.42122,                0.65495,                0.93832,                0.74866,                0.89024,                0.91023,                0.77798,                0.59687,                0.71481,                0.87701,              0.0015383,              0.0015383,              0.0015383
                     41,                0.42828,                0.63496,                 0.9346,                      1,                0.76536,                0.93876,                0.80434,                0.67946,                0.64095,                0.92083,               0.001535,               0.001535,               0.001535
                     42,                0.40904,                0.63928,                0.91639,                0.95934,                0.76514,                0.91062,                0.81623,                0.54846,                0.65796,                0.85105,              0.0015317,              0.0015317,              0.0015317
                     43,                0.39624,                0.59686,                0.91843,                0.79926,                0.80909,                0.88803,                0.77266,                0.59881,                0.88302,                0.87712,              0.0015284,              0.0015284,              0.0015284
                     44,                0.39298,                0.60747,                0.91989,                0.76306,                0.95788,                0.93831,                0.79862,                0.59526,                 0.6473,                0.85549,              0.0015251,              0.0015251,              0.0015251
                     45,                0.39271,                0.62446,                0.92594,                0.83071,                0.85909,                0.93202,                0.80276,                0.57838,                0.59451,                0.86377,              0.0015218,              0.0015218,              0.0015218
                     46,                0.40408,                0.64279,                 0.9276,                0.86627,                0.90455,                0.94326,                0.81982,                0.59069,                0.58903,                0.85206,              0.0015185,              0.0015185,              0.0015185
                     47,                0.40102,                0.63724,                 0.9293,                0.91591,                0.90455,                 0.9453,                0.83595,                0.58259,                 0.5414,                0.85469,              0.0015152,              0.0015152,              0.0015152
                     48,                0.40548,                0.64636,                 0.9302,                0.95732,                0.81364,                0.95654,                0.85216,                0.57736,                0.56124,                0.85042,              0.0015119,              0.0015119,              0.0015119
                     49,                0.40403,                 0.6257,                0.93111,                 0.8722,                0.85909,                0.93919,                0.82848,                0.55542,                0.59535,                0.84692,              0.0015086,              0.0015086,              0.0015086
                     50,                0.37849,                 0.6215,                0.91733,                0.80751,                0.90455,                0.92314,                0.80292,                0.63276,                0.60243,                0.89679,              0.0015053,              0.0015053,              0.0015053
                     51,                0.39052,                0.62846,                0.91127,                0.87856,                0.87808,                0.94446,                 0.8258,                 0.5865,                0.57002,                0.84729,               0.001502,               0.001502,               0.001502
                     52,                0.37535,                0.65642,                0.92304,                0.94165,                0.85909,                0.94001,                 0.8271,                0.56935,                0.54303,                0.86504,              0.0014987,              0.0014987,              0.0014987
                     53,                0.38112,                0.60205,                0.92603,                0.84942,                0.89523,                0.94058,                0.82675,                 0.5865,                0.61751,                0.86217,              0.0014954,              0.0014954,              0.0014954
                     54,                0.39678,                0.61345,                 0.9305,                 0.9455,                0.90191,                0.93358,                0.82932,                 0.5753,                0.61919,                0.86289,              0.0014921,              0.0014921,              0.0014921
                     55,                0.35973,                0.59338,                0.89967,                0.97732,                0.77779,                0.92901,                0.80945,                0.55286,                0.52909,                0.84732,              0.0014888,              0.0014888,              0.0014888
                     56,                0.37491,                0.61401,                0.91952,                0.94115,                0.81364,                0.94192,                0.83012,                0.56638,                0.57656,                0.86707,              0.0014855,              0.0014855,              0.0014855
                     57,                0.38775,                0.61016,                0.91754,                0.85187,                0.90455,                0.93161,                0.80989,                0.60344,                 0.6232,                0.90057,              0.0014822,              0.0014822,              0.0014822
                     58,                0.38635,                0.58421,                 0.9236,                0.88207,                0.85909,                0.93449,                 0.8185,                0.58912,                0.56488,                0.87736,              0.0014789,              0.0014789,              0.0014789
                     59,                0.39884,                0.59295,                0.93027,                0.83255,                0.87954,                0.89799,                0.79764,                 0.5615,                0.69245,                0.86846,              0.0014756,              0.0014756,              0.0014756
                     60,                0.37104,                0.57439,                0.91112,                0.98915,                0.74318,                0.91079,                 0.7905,                0.57789,                0.62387,                0.86012,              0.0014723,              0.0014723,              0.0014723
                     61,                0.36245,                0.57696,                0.91528,                0.96069,                0.74318,                0.89105,                0.78574,                0.61211,                0.65327,                0.86864,               0.001469,               0.001469,               0.001469
                     62,                0.37381,                0.58279,                0.91104,                0.92361,                0.78864,                0.92743,                0.80809,                0.66859,                0.70223,                0.93213,              0.0014657,              0.0014657,              0.0014657
                     63,                0.37922,                0.63118,                0.90899,                0.97566,                0.79042,                0.94395,                0.80443,                0.61672,                0.58742,                0.87283,              0.0014624,              0.0014624,              0.0014624
                     64,                0.37471,                0.62066,                0.90508,                0.95484,                0.77746,                 0.9325,                0.81819,                0.58004,                 0.6122,                0.85546,              0.0014591,              0.0014591,              0.0014591
                     65,                0.35772,                0.59752,                0.91547,                0.89044,                0.79092,                0.93473,                0.82583,                0.55907,                 0.6008,                 0.8605,              0.0014558,              0.0014558,              0.0014558
                     66,                0.35811,                0.57015,                0.90961,                0.98718,                0.76818,                0.91742,                0.81204,                0.55412,                0.70754,                 0.8661,              0.0014525,              0.0014525,              0.0014525
                     67,                0.36643,                0.59008,                0.91601,                0.91998,                0.79116,                0.91179,                0.80371,                0.54233,                0.68415,                0.85365,              0.0014492,              0.0014492,              0.0014492
                     68,                0.34779,                0.54619,                0.91341,                0.94232,                 0.8006,                0.90329,                0.77844,                0.57289,                0.77906,                0.85495,              0.0014459,              0.0014459,              0.0014459
                     69,                0.35034,                0.55806,                0.90539,                 0.9931,                0.76818,                0.91707,                0.81872,                0.53107,                0.61224,                0.84632,              0.0014426,              0.0014426,              0.0014426
                     70,                0.35355,                0.59211,                0.90865,                0.97879,                0.75516,                0.93639,                0.78347,                0.58272,                0.61451,                0.86739,              0.0014393,              0.0014393,              0.0014393
                     71,                0.37421,                0.59773,                0.91747,                0.95837,                0.78959,                0.94149,                0.80129,                0.57358,                0.57802,                0.87947,               0.001436,               0.001436,               0.001436
                     72,                0.35831,                 0.5621,                 0.8979,                0.85635,                0.91101,                0.93386,                0.83145,                 0.5271,                0.54009,                0.85291,              0.0014327,              0.0014327,              0.0014327
                     73,                0.36161,                  0.583,                0.91347,                0.98258,                0.78519,                0.93347,                0.81992,                0.56805,                0.60693,                0.86542,              0.0014294,              0.0014294,              0.0014294
                     74,                0.34945,                0.55929,                0.90499,                 0.8844,                0.87178,                0.92857,                0.80046,                0.54311,                0.61517,                 0.8389,              0.0014261,              0.0014261,              0.0014261
                     75,                0.35916,                0.54795,                0.91152,                0.84457,                0.85634,                0.92151,                0.79657,                0.55725,                0.56694,                0.84763,              0.0014228,              0.0014228,              0.0014228
                     76,                0.36039,                 0.5626,                0.91785,                0.88395,                0.85909,                0.92746,                0.81235,                0.54375,                 0.5815,                0.84779,              0.0014195,              0.0014195,              0.0014195
                     77,                0.35346,                0.56227,                0.91428,                0.88069,                 0.9167,                 0.9375,                0.79933,                0.57713,                0.54494,                0.88648,              0.0014161,              0.0014161,              0.0014161
                     78,                0.33558,                0.54041,                0.90096,                0.80555,                0.89362,                0.92973,                0.80306,                0.53442,                0.64176,                0.84647,              0.0014128,              0.0014128,              0.0014128
                     79,                0.34263,                 0.5667,                 0.9141,                 0.9493,                0.81364,                0.95972,                0.83392,                0.56838,                 0.4994,                0.86401,              0.0014095,              0.0014095,              0.0014095
                     80,                 0.3405,                0.54532,                0.89989,                0.98019,                0.74538,                0.91019,                0.79092,                0.57983,                0.63301,                0.86709,              0.0014062,              0.0014062,              0.0014062
                     81,                0.34936,                0.56465,                0.90338,                0.97924,                0.74318,                0.84582,                0.73205,                0.66751,                0.80325,                0.91745,              0.0014029,              0.0014029,              0.0014029
                     82,                0.34327,                0.54149,                0.90287,                0.89997,                0.76818,                0.89377,                0.78692,                0.54215,                 0.6243,                0.84433,              0.0013996,              0.0013996,              0.0013996
                     83,                0.36845,                0.54965,                0.91816,                0.97219,                0.76818,                0.91814,                0.80623,                0.60845,                0.61711,                0.90028,              0.0013963,              0.0013963,              0.0013963
                     84,                0.35183,                0.57223,                0.90624,                0.97673,                0.83409,                0.94859,                0.78427,                0.70155,                0.71394,                0.94267,               0.001393,               0.001393,               0.001393
                     85,                0.34837,                0.55906,                0.90226,                      1,                0.79709,                0.93505,                0.80005,                0.62475,                0.59684,                0.91223,              0.0013897,              0.0013897,              0.0013897
                     86,                0.33847,                0.53506,                 0.9103,                0.90132,                0.85019,                0.92906,                0.79905,                 0.5792,                0.58342,                0.85969,              0.0013864,              0.0013864,              0.0013864
                     87,                0.33827,                  0.546,                 0.9012,                 0.8917,                0.79126,                0.92365,                0.82098,                0.50371,                0.56114,                 0.8223,              0.0013831,              0.0013831,              0.0013831
                     88,                0.33899,                0.54451,                 0.9008,                0.80933,                0.90455,                0.92221,                0.80253,                0.54627,                0.62944,                0.86137,              0.0013798,              0.0013798,              0.0013798
                     89,                0.34677,                0.56156,                0.89964,                0.93443,                0.81364,                0.93838,                0.81773,                0.56563,                0.58155,                0.86051,              0.0013765,              0.0013765,              0.0013765
                     90,                0.34336,                0.54578,                0.90699,                0.96973,                0.77079,                0.91817,                0.80638,                0.54373,                0.61673,                0.85287,              0.0013732,              0.0013732,              0.0013732
                     91,                0.33289,                0.53728,                0.89893,                0.98725,                0.81364,                0.92904,                0.83111,                0.55642,                0.59401,                0.86728,              0.0013699,              0.0013699,              0.0013699
                     92,                0.32765,                0.52776,                0.89981,                0.88361,                0.81103,                 0.9373,                0.83593,                 0.5324,                0.63203,                0.85613,              0.0013666,              0.0013666,              0.0013666
                     93,                0.32657,                0.51466,                0.89098,                0.90092,                0.90421,                0.94062,                0.84164,                0.49456,                0.56558,                0.81851,              0.0013633,              0.0013633,              0.0013633
                     94,                0.32454,                0.51647,                 0.9103,                0.92994,                0.81364,                0.91895,                0.80154,                0.57844,                  0.654,                0.83571,                0.00136,                0.00136,                0.00136
                     95,                0.32433,                0.53182,                0.90605,                0.98149,                0.81364,                0.92112,                0.82855,                0.59874,                0.76295,                0.86178,              0.0013567,              0.0013567,              0.0013567
                     96,                0.34001,                0.53635,                0.90564,                0.98113,                0.80788,                0.92691,                0.81043,                0.56586,                 0.6502,                0.87857,              0.0013534,              0.0013534,              0.0013534
                     97,                0.31329,                0.49875,                0.90051,                0.98881,                0.80584,                0.93398,                0.81432,                0.60568,                0.58441,                0.91479,              0.0013501,              0.0013501,              0.0013501
                     98,                0.33153,                0.52159,                0.89949,                0.96692,                0.76818,                0.91059,                0.79379,                0.59747,                 0.6283,                0.92696,              0.0013468,              0.0013468,              0.0013468
                     99,                 0.3221,                0.49667,                0.90111,                 0.8325,                0.83778,                0.93792,                 0.8204,                0.55763,                0.67764,                0.86628,              0.0013435,              0.0013435,              0.0013435
                    100,                 0.3296,                 0.5345,                0.90359,                0.98358,                0.79415,                0.94236,                0.82948,                 0.5607,                0.55241,                0.89889,              0.0013402,              0.0013402,              0.0013402
                    101,                0.32865,                0.52728,                 0.9047,                0.86061,                0.84632,                0.93873,                0.82537,                0.57485,                0.52069,                0.90032,              0.0013369,              0.0013369,              0.0013369
                    102,                0.34034,                 0.5237,                0.90226,                0.92773,                0.78864,                0.92613,                0.82271,                0.55223,                 0.6094,                0.88529,              0.0013336,              0.0013336,              0.0013336
                    103,                 0.3388,                 0.5302,                0.90651,                0.84383,                 0.8573,                0.91688,                0.78331,                0.60086,                0.66338,                0.89828,              0.0013303,              0.0013303,              0.0013303
                    104,                0.32777,                0.51783,                0.89709,                0.98679,                0.81364,                 0.9196,                0.80807,                0.58307,                 0.5529,                 0.8968,               0.001327,               0.001327,               0.001327
                    105,                0.32816,                0.49829,                0.89312,                0.97258,                0.81364,                 0.9238,                0.79324,                0.63235,                0.53638,                0.90561,              0.0013237,              0.0013237,              0.0013237
                    106,                0.33182,                0.52204,                0.89953,                0.84632,                0.82037,                0.91779,                 0.7917,                0.62639,                0.73745,                0.90745,              0.0013204,              0.0013204,              0.0013204
                    107,                 0.3333,                0.52871,                0.89432,                0.86603,                0.85909,                0.90769,                0.79621,                0.59052,                0.65176,                0.88818,              0.0013171,              0.0013171,              0.0013171
                    108,                0.32298,                 0.5126,                0.90322,                0.89886,                0.84172,                0.90705,                0.78017,                0.60254,                0.63767,                0.88966,              0.0013138,              0.0013138,              0.0013138
                    109,                0.31412,                0.49347,                0.89398,                0.98464,                0.81364,                0.90909,                0.80813,                 0.5679,                0.57834,                 0.8688,              0.0013105,              0.0013105,              0.0013105
                    110,                0.31673,                0.48596,                0.89023,                0.85991,                0.91228,                0.95188,                0.83585,                 0.5098,                0.45696,                0.83125,              0.0013072,              0.0013072,              0.0013072
                    111,                 0.3227,                0.51767,                0.91364,                0.94628,                0.81364,                0.93373,                0.82483,                0.52361,                0.65587,                0.84108,              0.0013039,              0.0013039,              0.0013039
                    112,                0.31687,                0.49973,                0.90371,                0.94624,                0.85909,                0.94062,                0.81759,                0.56483,                 0.5621,                0.85218,              0.0013006,              0.0013006,              0.0013006
                    113,                0.33361,                0.51396,                0.91264,                0.99221,                0.81364,                0.88411,                0.77033,                0.61172,                0.69206,                0.88792,              0.0012973,              0.0012973,              0.0012973
                    114,                0.32826,                 0.5022,                0.90357,                0.94192,                0.81555,                 0.9192,                0.81313,                0.51658,                0.64362,                0.85194,               0.001294,               0.001294,               0.001294
                    115,                0.32037,                0.49584,                0.90141,                0.94381,                0.80919,                 0.9148,                0.79433,                 0.5891,                0.63386,                0.85756,              0.0012907,              0.0012907,              0.0012907
                    116,                0.31465,                0.50545,                0.89707,                0.95557,                0.76818,                0.90067,                0.79391,                0.54575,                0.66283,                0.87122,              0.0012874,              0.0012874,              0.0012874
                    117,                0.31667,                0.48483,                0.89596,                0.92584,                0.81364,                0.89782,                0.78542,                0.59118,                0.67228,                0.88296,              0.0012841,              0.0012841,              0.0012841
                    118,                0.31538,                0.50072,                0.89395,                0.84951,                0.85909,                0.90678,                0.79364,                0.57022,                0.69919,                0.89175,              0.0012808,              0.0012808,              0.0012808
                    119,                0.31034,                0.49283,                0.89669,                0.82805,                0.88684,                0.93102,                0.82738,                0.50699,                0.50366,                0.83112,              0.0012775,              0.0012775,              0.0012775
                    120,                0.30914,                0.46483,                0.88123,                0.88904,                0.85909,                0.91974,                0.80364,                 0.5815,                 0.5808,                0.85179,              0.0012742,              0.0012742,              0.0012742
                    121,                0.30785,                0.49057,                0.90049,                0.83596,                0.85909,                  0.896,                0.78359,                0.56884,                0.66381,                0.85347,              0.0012709,              0.0012709,              0.0012709
                    122,                0.29865,                0.48747,                0.89859,                 0.9337,                0.82068,                0.92174,                0.80471,                0.55917,                0.58536,                0.85188,              0.0012676,              0.0012676,              0.0012676
                    123,                0.30253,                0.51186,                0.89573,                0.92798,                0.73599,                 0.8782,                0.75983,                0.59231,                0.70569,                0.88694,              0.0012643,              0.0012643,              0.0012643
                    124,                0.32683,                0.52677,                0.89364,                      1,                0.73396,                0.87885,                0.77614,                0.59991,                 0.8229,                0.91067,               0.001261,               0.001261,               0.001261
                    125,                0.30705,                0.49356,                0.88125,                  0.922,                0.80897,                0.90526,                0.78108,                0.66219,                0.67587,                0.89146,              0.0012577,              0.0012577,              0.0012577
                    126,                0.29757,                0.48936,                 0.8932,                0.87234,                0.76653,                0.92102,                0.79788,                0.55327,                0.68061,                0.86699,              0.0012544,              0.0012544,              0.0012544
                    127,                0.29933,                0.45356,                0.88431,                0.90826,                0.82801,                 0.9188,                0.80416,                0.53905,                0.57192,                0.84864,              0.0012511,              0.0012511,              0.0012511
                    128,                0.29616,                 0.4669,                0.89085,                0.94975,                0.82176,                0.93436,                0.84766,                0.53186,                0.60633,                 0.8573,              0.0012478,              0.0012478,              0.0012478
